path,label,img_name_no_ext,filepath,filename,md5,CAMID,X,View,zenodo_name,zenodo_link,Sequence,Taxonomic_Name,Locality,Sample_accession,Collected_by,Other_ID,Date,Dataset,Store,Brood,Death_Date,Stage,Sex,Unit_Type,file_type,record_number,species,subspecies,genus,file_url
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040254_d.png,Heliconius melpomene ssp. malleti,CAM040254_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040254_d.JPG,CAM040254_d.JPG,cc6747b7152c5b0dd718c666bb62e638,CAM040254,12124,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,254",Heliconius melpomene ssp. malleti,Km 119 Baeza - Lago Agrio,,,,30/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 154,,,,Female,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040254_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0639_d.png,Heliconius melpomene ssp. malleti,19N0639_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0639_d.JPG,19N0639_d.JPG,61b2f8d49a0cae686117a331153adaa5,19N0639,19934,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,639,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M39.35,,Nadeau Sheffield,,IKIAM.M39,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0639_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2283_d.png,Heliconius melpomene ssp. malleti,19N2283_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2283_d.JPG,19N2283_d.JPG,9d8d349a24802650ce0e4f75e9fd3285,19N2283,22059,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,283",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,N43.91,,Nadeau Sheffield,,IKIAM.N43,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2283_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040292_d.png,Heliconius melpomene ssp. malleti,CAM040292_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040292_d.JPG,CAM040292_d.JPG,2a55d1b10c789408a804ae9cb0cb6a4f,CAM040292,12200,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,292",Heliconius melpomene ssp. malleti,"Baeza - Lago Agrio, Rio Salado",,,,30/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 154,,,,Male,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040292_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0667_d.png,Heliconius melpomene ssp. malleti,19N0667_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0667_d.JPG,19N0667_d.JPG,d084ce7b48d0cd9da7782384a70b101a,19N0667,19958,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,667,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P19.71,,Nadeau Sheffield,,IKIAM.P19,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0667_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2788_d.png,Heliconius melpomene ssp. malleti,19N2788_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2788_d.JPG,19N2788_d.JPG,9f546c21bcb9d7d0e918821fd340801d,19N2788,22937,,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,788",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P50.114,,Nadeau Sheffield,,IKIAM.P50,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2788_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0095_d.png,Heliconius melpomene ssp. malleti,19N0095_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0095_d.JPG,19N0095_d.JPG,6057f7cf6404617ee8e0d1a5f976b1b5,19N0095,19335,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,95,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,U1.21,,Nadeau Sheffield,,IKIAM.U1,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0095_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2082_d.png,Heliconius melpomene ssp. malleti,19N2082_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2082_d.JPG,19N2082_d.JPG,22bb58c7b054add142a6100337427f3f,19N2082,21579,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,082",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,A12.104,,Nadeau Sheffield,,IKIAM.A12,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2082_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0957_d.png,Heliconius melpomene ssp. malleti,19N0957_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0957_d.JPG,19N0957_d.JPG,169598a74417a370604dfd752614a335,19N0957,20126,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,957,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P19.124,,Nadeau Sheffield,,IKIAM.P19,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0957_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041149_d.png,Heliconius melpomene ssp. malleti,CAM041149_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041149_d.JPG,CAM041149_d.JPG,659799a9fbeff2ca8c3d70118464e1c4,CAM041149,13935,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,149",Heliconius melpomene ssp. malleti,Limoncocha - El Carmen 1,,,,02/03/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 179,,,,Female,wild,jpg,2714333,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2714333/files/CAM041149_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040020_d.png,Heliconius melpomene ssp. malleti,CAM040020_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040020_d.JPG,CAM040020_d.JPG,d860b5494cabe5f371b89682f520d24d,CAM040020,11724,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,020",Heliconius melpomene ssp. malleti,Pto Guzman,ERS4212619,,,14/01/2016,Heliconiine Butterfly Collection Records from University of Cambridge,Box 152,,,,Male,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040020_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041581_d.png,Heliconius melpomene ssp. malleti,CAM041581_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041581_d.JPG,CAM041581_d.JPG,c57e7a90dab2a9439a7baeeb1899f12f,CAM041581,39292,dorsal,0.gmk.broods.all.csv,https://zenodo.org/record/4291095,"41,581",Heliconius melpomene ssp. malleti,Wild Sumaco Hummingbird Trail,,,453,24/06/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 204,,,,Female,,jpg,4291095,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4291095/files/CAM041581_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N1761_d.png,Heliconius melpomene ssp. malleti,19N1761_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N1761_d.JPG,19N1761_d.JPG,6f34a293771b23d4df6636bf71f886dd,19N1761,20971,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,761",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P44.12,,Nadeau Sheffield,,IKIAM.P44,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N1761_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2254_d.png,Heliconius melpomene ssp. malleti,19N2254_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2254_d.JPG,19N2254_d.JPG,0bc3f11a8899f318e1a15fd7cdcf9061,19N2254,21943,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,254",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,N42.90,,Nadeau Sheffield,,IKIAM.N42,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2254_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N1260_d.png,Heliconius melpomene ssp. malleti,19N1260_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N1260_d.JPG,19N1260_d.JPG,f7e19c8dc13a405ca0c2ace5166bc13c,19N1260,20255,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,260",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M55.66,,Nadeau Sheffield,,IKIAM.M55,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N1260_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040289_d.png,Heliconius melpomene ssp. malleti,CAM040289_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040289_d.JPG,CAM040289_d.JPG,d84a4382572026025214a52c808dae87,CAM040289,12194,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,289",Heliconius melpomene ssp. malleti,"Baeza - Lago Agrio, Rio Salado",ERS4212628,,,30/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 154,,,,Male,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040289_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0111_d.png,Heliconius melpomene ssp. malleti,19N0111_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0111_d.JPG,19N0111_d.JPG,48f93682fceee2c60a84dbb51c2d4d1e,19N0111,19367,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,111,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,W8.49,,Nadeau Sheffield,,IKIAM.W8,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0111_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041176_d.png,Heliconius melpomene ssp. malleti,CAM041176_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041176_d.JPG,CAM041176_d.JPG,a0183a5fc3e2f8d2a035da234d1028f0,CAM041176,13989,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,176",Heliconius melpomene ssp. malleti,Limoncocha - El Carmen 1,ERS4212780,,,02/07/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 179,,,,Male,wild,jpg,2714333,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2714333/files/CAM041176_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041214_d.png,Heliconius melpomene ssp. malleti,CAM041214_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041214_d.JPG,CAM041214_d.JPG,1056d3ee17531cfcb080f37e6bbce356,CAM041214,14065,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,214",Heliconius melpomene ssp. malleti,Wild Sumaco Hummingbird Trail,,,,02/09/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 179,,,,Male,wild,jpg,2714333,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2714333/files/CAM041214_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM017154_d.png,Heliconius melpomene ssp. malleti,CAM017154_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM017154_d.JPG,CAM017154_d.JPG,9c6b48efdd186ea5ee30f06743513368,CAM017154,4633,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"17,154",Heliconius melpomene ssp. malleti,Km35 Sendero PtaSanCristobal,SRS7540400,AS,,05/02/2010,Patricio Salazar,Box 96,,,,Female,wild,jpg,3082688,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/3082688/files/CAM017154_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0089_d.png,Heliconius melpomene ssp. malleti,19N0089_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0089_d.JPG,19N0089_d.JPG,1eb9ada4620b4fc4dd8e07ef3fb526a7,19N0089,19323,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,89,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,W8.34,,Nadeau Sheffield,,IKIAM.W8,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0089_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040263_d.png,Heliconius melpomene ssp. malleti,CAM040263_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040263_d.JPG,CAM040263_d.JPG,b46281c25331eb90747fa2f9c03ef791,CAM040263,12142,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,263",Heliconius melpomene ssp. malleti,Km 119 Baeza - Lago Agrio,,,,30/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 154,,,,Male,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040263_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM010035_d.png,Heliconius melpomene ssp. malleti,CAM010035_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM010035_d.JPG,CAM010035_d.JPG,cee467ac8c814e257ae48c9e21946fee,CAM010035,26255,dorsal,2001_2.broods.batch.1.csv,https://zenodo.org/record/2549524,"10,035",Heliconius melpomene ssp. malleti,,,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 37,,,,Female,reared,jpg,2549524,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2549524/files/CAM010035_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0863_d.png,Heliconius melpomene ssp. malleti,19N0863_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0863_d.JPG,19N0863_d.JPG,faaea49b0be8af2417a209bf2d7b4717,19N0863,20066,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,863,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M39.116,,Nadeau Sheffield,,IKIAM.M39,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0863_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0700_d.png,Heliconius melpomene ssp. malleti,19N0700_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0700_d.JPG,19N0700_d.JPG,b832328b315f79c8e04226540c5ee234,19N0700,19996,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,700,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M39.86,,Nadeau Sheffield,,IKIAM.M39,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0700_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N1821_d.png,Heliconius melpomene ssp. malleti,19N1821_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N1821_d.JPG,19N1821_d.JPG,299a3ee5d825a58957b9794093aa296f,19N1821,21071,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,821",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P40.42,,Nadeau Sheffield,,IKIAM.P40,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N1821_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N1646_d.png,Heliconius melpomene ssp. malleti,19N1646_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N1646_d.JPG,19N1646_d.JPG,2d8e2865577208b6acc9ac56bdc254b5,19N1646,20835,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"1,646",Heliconius melpomene ssp. malleti,Rio Pusuno 2,,,P40,01/10/2019,Nadeau Sheffield,,,01/10/2019,,Female,wild,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N1646_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N1382_d.png,Heliconius melpomene ssp. malleti,19N1382_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N1382_d.JPG,19N1382_d.JPG,c899a16d647dbf841263af093188f358,19N1382,20319,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,"1,382",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M59.42,,Nadeau Sheffield,,IKIAM.M59,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N1382_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM016268_d.png,Heliconius melpomene ssp. malleti,CAM016268_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM016268_d.JPG,CAM016268_d.JPG,6098a388d6d9ebfcb3e701dcdee57489,CAM016268,3382,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,268",Heliconius melpomene ssp. malleti,Vía Arajuno Km58.4,SRS7540154,IA,,31/05/2009,Patricio Salazar,Box 86,,,,Male,wild,jpg,3082688,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/3082688/files/CAM016268_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM016190_d.png,Heliconius melpomene ssp. malleti,CAM016190_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM016190_d.JPG,CAM016190_d.JPG,61cbb1bbe5cf6775891c9b40ea39b279,CAM016190,3288,dorsal,CAM.coll.images.batch1_v2.csv,https://zenodo.org/record/3082688,"16,190",Heliconius melpomene ssp. malleti,Km43 Sendero Colonia SanVicente ,SRS7540144,IA,,27/05/2009,Patricio Salazar,Box 86,,,,Male,wild,jpg,3082688,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/3082688/files/CAM016190_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041021_d.png,Heliconius melpomene ssp. malleti,CAM041021_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041021_d.JPG,CAM041021_d.JPG,09abefb161df7569913e471f4ee7a8e9,CAM041021,13681,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,021",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,,,Heliconiine Butterfly Collection Records from University of Cambridge,Box 177,,,,Female,wild,jpg,2714333,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2714333/files/CAM041021_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0897_d.png,Heliconius melpomene ssp. malleti,19N0897_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0897_d.JPG,19N0897_d.JPG,499e484c6437f6b966b0f96618dda8ed,19N0897,20090,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,897,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P19.123,,Nadeau Sheffield,,IKIAM.P19,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0897_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2249_d.png,Heliconius melpomene ssp. malleti,19N2249_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2249_d.JPG,19N2249_d.JPG,4ed7e80e27e4f1b8dc2e754f8e56f3a0,19N2249,21923,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,249",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,N43.84,,Nadeau Sheffield,,IKIAM.N43,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2249_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM040258_d.png,Heliconius melpomene ssp. malleti,CAM040258_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM040258_d.JPG,CAM040258_d.JPG,d92437ff7176920deefc78081105260b,CAM040258,12132,dorsal,CAM.coll.images.batch8.csv,https://zenodo.org/record/2707828,"40,258",Heliconius melpomene ssp. malleti,Km 119 Baeza - Lago Agrio,,,,30/01/2017,Heliconiine Butterfly Collection Records from University of Cambridge,Box 154,,,,Male,wild,jpg,2707828,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2707828/files/CAM040258_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/16465d.png,Heliconius melpomene ssp. malleti,16465d,model_mimic_images/Heliconius melpomene ssp. malleti/16465d.JPG,16465d.JPG,afbc4e5e1f973ca4f71c6c8389bebf75,CAM016465,25425,dorsal,Heliconius_wing_old_photos_2001_2019_part1.csv,https://zenodo.org/record/2552371,"16,465",Heliconius melpomene ssp. malleti,El Capricho Km 5.7,ERS3953807,IA,,06/12/2009,Patricio Salazar,Box 89,,,,Female,wild,jpg,2552371,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2552371/files/16465d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/CAM041147_d.png,Heliconius melpomene ssp. malleti,CAM041147_d,model_mimic_images/Heliconius melpomene ssp. malleti/CAM041147_d.JPG,CAM041147_d.JPG,adb85529c30014e94bd30aa5e284664d,CAM041147,13931,dorsal,CAM.coll.images.batch9.csv,https://zenodo.org/record/2714333,"41,147",Heliconius melpomene ssp. malleti,Limoncocha - El Carmen 1,ERS7262946,,,02/02/2018,Heliconiine Butterfly Collection Records from University of Cambridge,Box 179,,,,Male,wild,jpg,2714333,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/2714333/files/CAM041147_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2118_d.png,Heliconius melpomene ssp. malleti,19N2118_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2118_d.JPG,19N2118_d.JPG,bd77fec38881a62e075eeae9feb15d41,19N2118,21623,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,118",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P41.103,,Nadeau Sheffield,,IKIAM.P41,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2118_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N0660_d.png,Heliconius melpomene ssp. malleti,19N0660_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N0660_d.JPG,19N0660_d.JPG,eebbc11f5ebd0e97eb294afcc8657789,19N0660,19950,dorsal,0.sheffield.ps.nn.ikiam.batch1.csv,https://zenodo.org/record/4288311,660,Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,M39.41,,Nadeau Sheffield,,IKIAM.M39,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N0660_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2920_d.png,Heliconius melpomene ssp. malleti,19N2920_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2920_d.JPG,19N2920_d.JPG,12114d7ff3fd54e470cf6ad8515fd2e9,19N2920,23049,,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,920",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P50.14,,Nadeau Sheffield,,IKIAM.P50,,,Male,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2920_d.JPG
/fs/ess/PAS2136/Butterfly/Model_Mimic/model_mimic_images_dorsal/Heliconius melpomene ssp. malleti/19N2166_d.png,Heliconius melpomene ssp. malleti,19N2166_d,model_mimic_images/Heliconius melpomene ssp. malleti/19N2166_d.JPG,19N2166_d.JPG,8656e2ff074fa14fa0a904f59adae87e,19N2166,21699,dorsal,0.sheffield.ps.nn.ikiam.batch2.csv,https://zenodo.org/record/4288311,"2,166",Heliconius melpomene ssp. malleti,Ikiam Mariposario,,,P41.110,,Nadeau Sheffield,,IKIAM.P41,,,Female,reared,jpg,4288311,Heliconius melpomene,malleti,Heliconius,https://zenodo.org/record/4288311/files/19N2166_d.JPG
